frame,rgyr,e2e,nhb,i3,i4,iL,bang_mean,bang_rms,tors_mean,alpha_frac,e_morse,e_angle,e_torsion,e_hydro,e_native,thermal,rmsd_native,rmsd_c1,rmsd_c2,rmsd_c3,rmsd_c4
44720,9.2002,0.0000,203,60,54,89,102.06,33.10,4.49,0.431,3.1438,11.9093,246.2486,-1.6382,1.3125,0.0010,11.2932,11.2932,0.0000,0.0000,0.0000
44730,9.2003,0.0000,203,60,54,89,102.01,33.11,5.68,0.431,3.1131,11.9386,246.7616,-1.6416,1.3304,0.0010,11.2933,11.2933,0.0000,0.0000,0.0000
44740,9.2004,0.0000,203,60,54,89,101.96,33.14,4.41,0.428,3.0839,12.0075,246.3429,-1.6429,1.2712,0.0010,11.2934,11.2933,0.0000,0.0000,0.0000
44750,9.2005,0.0000,203,60,54,89,101.84,33.09,5.66,0.428,3.0456,12.0872,246.4126,-1.6458,1.2153,0.0010,11.2934,11.2934,0.0000,0.0000,0.0000
44760,9.2007,0.0000,203,60,54,89,101.84,33.19,6.88,0.428,3.0536,12.0892,246.5153,-1.6465,1.1901,0.0010,11.2935,11.2935,0.0000,0.0000,0.0000
44770,9.2008,0.0000,203,60,54,89,101.92,33.29,6.76,0.428,3.0644,12.0432,246.4204,-1.6460,1.1703,0.0010,11.2935,11.2935,0.0000,0.0000,0.0000
44780,9.2009,0.0000,203,60,54,89,101.83,33.10,6.95,0.428,3.0240,11.9984,246.4374,-1.6450,1.1752,0.0010,11.2936,11.2936,0.0000,0.0000,0.0000
44790,9.2011,0.0000,203,60,54,89,101.86,33.11,7.03,0.428,3.0208,11.9661,246.6760,-1.6444,1.1862,0.0010,11.2937,11.2937,0.0000,0.0000,0.0000
44800,9.2012,0.0000,203,60,54,89,101.94,33.09,6.96,0.431,3.0599,11.9450,246.2979,-1.6445,1.1949,0.0010,11.2939,11.2939,0.0000,0.0000,0.0000
44810,9.2014,0.0000,203,60,54,89,102.05,33.22,6.96,0.431,3.1358,11.9199,246.3951,-1.6443,1.2084,0.0010,11.2941,11.2941,0.0000,0.0000,0.0000
44820,9.2015,0.0000,203,60,54,89,102.05,33.23,5.70,0.431,3.1482,11.8993,246.1452,-1.6443,1.2488,0.0010,11.2942,11.2942,0.0000,0.0000,0.0000
44830,9.2016,0.0000,203,60,54,89,101.94,33.17,7.01,0.431,3.1216,11.9211,246.5607,-1.6471,1.3085,0.0010,11.2943,11.2943,0.0000,0.0000,0.0000
44840,9.2018,0.0000,203,60,54,89,101.96,33.06,6.86,0.431,3.1206,11.9291,247.0271,-1.6483,1.3356,0.0010,11.2944,11.2944,0.0000,0.0000,0.0000
44850,9.2019,0.0000,203,60,54,89,101.85,32.91,6.92,0.431,3.0677,11.9304,247.2317,-1.6483,1.3300,0.0010,11.2944,11.2944,0.0000,0.0000,0.0000
44860,9.2021,0.0000,203,60,54,89,101.72,32.91,6.91,0.431,3.0108,11.9956,246.6680,-1.6458,1.3055,0.0010,11.2945,11.2945,0.0000,0.0000,0.0000
44870,9.2022,0.0000,203,60,54,89,101.65,33.01,8.15,0.431,2.9817,12.0545,246.6484,-1.6439,1.2587,0.0010,11.2946,11.2946,0.0000,0.0000,0.0000
44880,9.2023,0.0000,203,60,54,89,101.65,33.14,7.06,0.434,2.9651,12.0972,246.6688,-1.6423,1.2120,0.0010,11.2946,11.2946,0.0000,0.0000,0.0000
44890,9.2024,0.0000,203,60,54,89,101.75,33.22,6.85,0.434,3.0044,12.1097,246.2488,-1.6409,1.1840,0.0010,11.2947,11.2947,0.0000,0.0000,0.0000
44900,9.2025,0.0000,203,60,54,89,101.74,33.18,4.35,0.434,3.0364,12.0951,246.2093,-1.6408,1.1903,0.0010,11.2948,11.2948,0.0000,0.0000,0.0000
44910,9.2026,0.0000,203,60,54,89,101.78,33.28,5.56,0.434,3.0791,12.0728,246.3582,-1.6411,1.1909,0.0010,11.2949,11.2949,0.0000,0.0000,0.0000
44920,9.2027,0.0000,203,60,54,89,101.88,33.39,6.80,0.434,3.1021,12.0705,246.4639,-1.6409,1.1841,0.0010,11.2950,11.2950,0.0000,0.0000,0.0000
44930,9.2029,0.0000,203,60,54,89,101.96,33.28,6.74,0.431,3.2072,12.0380,246.2731,-1.6405,1.2216,0.0010,11.2951,11.2951,0.0000,0.0000,0.0000
44940,9.2031,0.0000,203,60,54,89,101.88,32.94,5.66,0.428,3.2772,11.9665,246.7676,-1.6382,1.2944,0.0010,11.2954,11.2954,0.0000,0.0000,0.0000
44950,9.2033,0.0000,203,60,54,89,101.84,32.85,4.60,0.424,3.2525,11.9121,247.2051,-1.6370,1.3284,0.0010,11.2956,11.2956,0.0000,0.0000,0.0000
44960,9.2034,0.0000,203,60,54,89,101.87,32.72,5.56,0.431,3.1725,11.8827,246.6178,-1.6390,1.3863,0.0010,11.2957,11.2957,0.0000,0.0000,0.0000
44970,9.2034,0.0000,203,60,54,89,102.00,32.82,5.62,0.431,3.1712,11.8868,246.7722,-1.6403,1.4404,0.0010,11.2958,11.2958,0.0000,0.0000,0.0000
44980,9.2035,0.0000,203,60,54,89,102.11,33.03,4.43,0.431,3.1705,11.8996,246.7592,-1.6410,1.3792,0.0010,11.2959,11.2958,0.0000,0.0000,0.0000
44990,9.2036,0.0000,203,60,54,89,102.14,33.20,4.46,0.431,3.1530,11.9377,246.3266,-1.6427,1.3037,0.0010,11.2959,11.2959,0.0000,0.0000,0.0000
45000,9.2037,0.0000,203,60,54,89,102.09,33.18,5.70,0.428,3.1254,11.9696,246.5946,-1.6442,1.2585,0.0010,11.2959,11.2959,0.0000,0.0000,0.0000
45010,9.2039,0.0000,203,60,54,89,102.12,33.27,5.60,0.428,3.1186,11.9703,246.4158,-1.6440,1.2391,0.0010,11.2960,11.2960,0.0000,0.0000,0.0000
45020,9.2040,0.0000,203,60,54,89,102.21,33.43,5.60,0.428,3.1257,11.9721,246.5430,-1.6433,1.2199,0.0010,11.2961,11.2961,0.0000,0.0000,0.0000
45030,9.2042,0.0000,203,60,54,89,102.10,33.34,4.35,0.431,3.0887,11.9841,245.8740,-1.6426,1.2284,0.0010,11.2961,11.2961,0.0000,0.0000,0.0000
45040,9.2044,0.0000,203,60,54,89,102.00,33.28,5.58,0.431,3.0765,11.9844,246.0155,-1.6424,1.3165,0.0010,11.2962,11.2962,0.0000,0.0000,0.0000
45050,9.2046,0.0000,203,60,54,89,102.06,33.42,5.55,0.431,3.0942,11.9787,245.9651,-1.6421,1.2933,0.0010,11.2963,11.2963,0.0000,0.0000,0.0000
45060,9.2048,0.0000,203,60,54,89,101.84,33.25,6.82,0.431,3.0784,12.0129,246.3561,-1.6415,1.2465,0.0010,11.2964,11.2964,0.0000,0.0000,0.0000
45070,9.2052,0.0000,203,60,54,89,101.59,33.30,6.88,0.431,3.5266,12.2463,246.6673,-1.6418,1.2291,0.0010,11.2965,11.2965,0.0000,0.0000,0.0000
45080,9.2053,0.0000,203,60,54,89,101.28,32.96,7.12,0.431,3.5388,12.3144,246.3552,-1.6413,1.2271,0.0010,11.2967,11.2967,0.0000,0.0000,0.0000
45090,9.2054,0.0000,203,60,54,89,101.19,32.77,5.86,0.431,3.3943,12.2647,246.0837,-1.6408,1.2328,0.0010,11.2968,11.2968,0.0000,0.0000,0.0000
45100,9.2054,0.0000,203,60,54,89,101.31,32.81,5.77,0.438,3.2128,12.1779,245.4939,-1.6401,1.2229,0.0010,11.2969,11.2969,0.0000,0.0000,0.0000
45110,9.2053,0.0000,203,60,54,89,101.38,32.80,5.76,0.431,3.0647,12.1067,246.5690,-1.6436,1.2305,0.0010,11.2969,11.2969,0.0000,0.0000,0.0000
45120,9.2053,0.0000,203,60,54,89,101.55,32.96,6.88,0.428,3.0455,12.0599,246.5297,-1.6437,1.2288,0.0010,11.2970,11.2970,0.0000,0.0000,0.0000
45130,9.2053,0.0000,203,60,54,89,101.76,33.04,6.89,0.424,3.0711,11.9968,246.6283,-1.6437,1.2651,0.0010,11.2970,11.2970,0.0000,0.0000,0.0000
45140,9.2054,0.0000,203,60,54,89,101.79,32.93,5.67,0.428,3.0686,11.9078,246.6974,-1.6425,1.2883,0.0010,11.2971,11.2971,0.0000,0.0000,0.0000
45150,9.2055,0.0000,203,60,54,89,101.80,32.92,6.99,0.428,3.0771,11.8635,246.5840,-1.6425,1.3167,0.0010,11.2972,11.2972,0.0000,0.0000,0.0000
45160,9.2056,0.0000,203,60,54,89,101.86,32.98,5.71,0.428,3.1057,11.8567,246.9199,-1.6414,1.2814,0.0010,11.2972,11.2973,0.0000,0.0000,0.0000
45170,9.2057,0.0000,203,60,54,89,101.88,33.01,5.70,0.428,3.1125,11.8580,246.5159,-1.6411,1.2597,0.0010,11.2973,11.2973,0.0000,0.0000,0.0000
45180,9.2058,0.0000,203,60,54,89,101.89,33.12,4.42,0.428,3.1039,11.8969,246.5086,-1.6407,1.2393,0.0010,11.2974,11.2974,0.0000,0.0000,0.0000
45190,9.2060,0.0000,203,60,54,89,101.78,33.18,8.10,0.428,3.0573,11.9887,246.5091,-1.6395,1.2159,0.0010,11.2976,11.2976,0.0000,0.0000,0.0000
45200,9.2062,0.0000,203,60,54,89,101.82,33.35,8.03,0.428,3.0618,12.0231,246.3607,-1.6390,1.1944,0.0010,11.2977,11.2977,0.0000,0.0000,0.0000
45210,9.2063,0.0000,203,60,54,89,101.89,33.43,7.88,0.428,3.0774,12.0166,246.2147,-1.6387,1.1822,0.0010,11.2978,11.2978,0.0000,0.0000,0.0000
45220,9.2065,0.0000,203,60,54,89,101.85,33.23,6.89,0.417,3.2062,11.9986,246.6681,-1.6395,1.2469,0.0010,11.2980,11.2980,0.0000,0.0000,0.0000
45230,9.2066,0.0000,203,60,54,89,101.71,32.90,5.49,0.428,3.2175,11.9785,246.7936,-1.6421,1.2898,0.0010,11.2982,11.2982,0.0000,0.0000,0.0000
45240,9.2067,0.0000,203,60,54,89,101.62,32.77,6.85,0.428,3.1792,11.9905,246.7514,-1.6424,1.2596,0.0010,11.2983,11.2983,0.0000,0.0000,0.0000
45250,9.2068,0.0000,203,60,54,89,101.43,32.59,5.69,0.428,3.1023,12.0352,246.1493,-1.6437,1.3109,0.0010,11.2984,11.2984,0.0000,0.0000,0.0000
45260,9.2069,0.0000,203,60,54,89,101.40,32.67,6.96,0.428,3.0738,12.0631,246.2982,-1.6441,1.2776,0.0010,11.2984,11.2984,0.0000,0.0000,0.0000
45270,9.2069,0.0000,203,60,54,89,101.51,32.88,5.69,0.431,3.0858,12.0668,246.3062,-1.6438,1.2264,0.0010,11.2984,11.2984,0.0000,0.0000,0.0000
45280,9.2070,0.0000,203,60,54,89,101.49,32.89,6.92,0.434,3.0762,12.0877,246.5076,-1.6455,1.2145,0.0010,11.2984,11.2984,0.0000,0.0000,0.0000
45290,9.2071,0.0000,203,60,54,89,101.38,32.80,5.71,0.434,3.0446,12.0935,246.2551,-1.6463,1.2495,0.0010,11.2984,11.2984,0.0000,0.0000,0.0000
45300,9.2072,0.0000,203,60,54,89,101.41,32.94,5.67,0.434,3.0405,12.0932,246.1416,-1.6463,1.2401,0.0010,11.2985,11.2985,0.0000,0.0000,0.0000
45310,9.2074,0.0000,203,60,54,89,101.53,33.16,6.91,0.431,3.0621,12.1027,246.6013,-1.6460,1.2041,0.0010,11.2985,11.2985,0.0000,0.0000,0.0000
45320,9.2075,0.0000,203,60,54,89,101.69,33.28,6.84,0.434,3.0682,12.1205,246.6446,-1.6453,1.1947,0.0010,11.2985,11.2985,0.0000,0.0000,0.0000
45330,9.2076,0.0000,203,60,54,89,101.75,33.16,5.55,0.431,3.0640,12.0658,246.5391,-1.6436,1.1838,0.0010,11.2985,11.2985,0.0000,0.0000,0.0000
45340,9.2078,0.0000,203,60,54,89,101.75,32.81,6.81,0.431,3.0908,12.0721,246.8991,-1.6440,1.3050,0.0010,11.2986,11.2986,0.0000,0.0000,0.0000
45350,9.2079,0.0000,203,60,54,89,101.84,32.79,5.63,0.428,3.1411,12.0714,247.2554,-1.6419,1.3589,0.0010,11.2988,11.2988,0.0000,0.0000,0.0000
45360,9.2081,0.0000,203,60,54,89,101.92,32.93,5.63,0.424,3.1624,12.0587,247.1953,-1.6414,1.2980,0.0010,11.2989,11.2989,0.0000,0.0000,0.0000
45370,9.2082,0.0000,203,60,54,89,101.97,32.95,5.56,0.424,3.2033,12.0358,246.6813,-1.6414,1.2556,0.0010,11.2991,11.2991,0.0000,0.0000,0.0000
45380,9.2084,0.0000,203,60,54,89,102.00,33.00,5.58,0.428,3.2552,12.0183,246.5510,-1.6408,1.2383,0.0010,11.2992,11.2992,0.0000,0.0000,0.0000
45390,9.2085,0.0000,203,60,54,89,102.03,33.10,5.60,0.428,3.2551,12.0008,246.6298,-1.6411,1.2209,0.0010,11.2994,11.2994,0.0000,0.0000,0.0000
45400,9.2087,0.0000,203,60,54,89,102.10,33.28,5.59,0.428,3.2411,11.9908,246.5070,-1.6411,1.2038,0.0010,11.2995,11.2995,0.0000,0.0000,0.0000
45410,9.2088,0.0000,203,60,54,89,102.12,33.33,6.86,0.428,3.2147,11.9855,246.7116,-1.6414,1.1910,0.0010,11.2996,11.2996,0.0000,0.0000,0.0000
45420,9.2090,0.0000,203,60,54,89,102.03,33.29,5.63,0.428,3.1683,12.0003,246.4310,-1.6420,1.1948,0.0010,11.2997,11.2997,0.0000,0.0000,0.0000
45430,9.2092,0.0000,203,60,54,89,101.94,33.23,5.63,0.431,3.1431,11.9871,246.2938,-1.6420,1.2352,0.0010,11.2998,11.2998,0.0000,0.0000,0.0000
45440,9.2094,0.0000,203,60,54,89,101.84,33.16,6.87,0.431,3.1035,11.9842,246.3459,-1.6415,1.2548,0.0010,11.2999,11.2999,0.0000,0.0000,0.0000
45450,9.2096,0.0000,203,60,54,89,101.66,33.17,4.45,0.431,3.0566,12.0555,246.0471,-1.6404,1.2279,0.0010,11.3000,11.3000,0.0000,0.0000,0.0000
45460,9.2097,0.0000,203,60,54,89,101.71,33.36,5.79,0.424,3.0741,12.0858,246.6910,-1.6394,1.1968,0.0010,11.3001,11.3001,0.0000,0.0000,0.0000
45470,9.2099,0.0000,203,60,54,89,101.80,33.42,5.70,0.434,3.0639,12.0774,245.7377,-1.6391,1.1569,0.0010,11.3002,11.3002,0.0000,0.0000,0.0000
45480,9.2100,0.0000,203,60,54,89,101.79,33.40,5.65,0.428,3.0358,12.0689,246.8635,-1.6426,1.1649,0.0010,11.3003,11.3003,0.0000,0.0000,0.0000
45490,9.2101,0.0000,203,60,54,89,101.75,33.16,6.78,0.428,3.0642,12.0315,246.7178,-1.6420,1.1935,0.0010,11.3004,11.3004,0.0000,0.0000,0.0000
45500,9.2103,0.0000,203,60,54,89,101.74,32.80,6.71,0.424,3.1898,11.9032,246.6647,-1.6404,1.3029,0.0010,11.3008,11.3008,0.0000,0.0000,0.0000
45510,9.2104,0.0000,203,60,54,89,101.79,32.75,6.82,0.428,3.2268,11.8408,246.7463,-1.6398,1.3379,0.0010,11.3009,11.3009,0.0000,0.0000,0.0000
45520,9.2104,0.0000,203,60,54,89,101.77,32.71,6.90,0.428,3.2088,11.8236,246.6954,-1.6402,1.3288,0.0010,11.3010,11.3010,0.0000,0.0000,0.0000
45530,9.2105,0.0000,203,60,54,89,101.83,32.86,6.92,0.428,3.2024,11.8453,246.6194,-1.6407,1.3172,0.0010,11.3010,11.3010,0.0000,0.0000,0.0000
45540,9.2106,0.0000,203,60,54,89,101.85,32.97,6.92,0.431,3.1922,11.8675,246.6251,-1.6410,1.2688,0.0010,11.3011,11.3011,0.0000,0.0000,0.0000
45550,9.2107,0.0000,203,60,54,89,101.75,32.98,4.42,0.431,3.1270,11.9416,246.3841,-1.6431,1.2584,0.0010,11.3012,11.3012,0.0000,0.0000,0.0000
45560,9.2108,0.0000,203,60,54,89,101.72,33.08,5.67,0.431,3.1046,11.9849,246.2067,-1.6444,1.2213,0.0010,11.3012,11.3012,0.0000,0.0000,0.0000
45570,9.2109,0.0000,203,60,54,89,101.76,33.20,6.89,0.431,3.0971,11.9849,246.1987,-1.6441,1.2107,0.0010,11.3013,11.3013,0.0000,0.0000,0.0000
45580,9.2110,0.0000,203,60,54,89,101.82,33.26,6.90,0.431,3.0757,11.9837,246.7496,-1.6434,1.1980,0.0010,11.3013,11.3013,0.0000,0.0000,0.0000
45590,9.2112,0.0000,203,60,54,89,101.80,33.19,7.02,0.431,3.0395,12.0279,247.0509,-1.6458,1.2162,0.0010,11.3014,11.3014,0.0000,0.0000,0.0000
45600,9.2113,0.0000,203,60,54,89,101.90,33.19,6.85,0.428,3.0503,12.0597,246.7867,-1.6449,1.3150,0.0010,11.3015,11.3015,0.0000,0.0000,0.0000
45610,9.2115,0.0000,203,60,54,89,101.69,33.02,5.54,0.428,2.9647,12.1141,246.2682,-1.6437,1.3320,0.0010,11.3017,11.3017,0.0000,0.0000,0.0000
45620,9.2116,0.0000,203,60,54,89,101.51,32.89,5.64,0.428,2.9511,12.1205,246.4493,-1.6432,1.3988,0.0010,11.3018,11.3018,0.0000,0.0000,0.0000
45630,9.2117,0.0000,203,60,54,89,101.56,33.03,6.86,0.431,2.9748,12.1070,246.3047,-1.6422,1.3675,0.0010,11.3018,11.3018,0.0000,0.0000,0.0000
45640,9.2118,0.0000,203,60,54,89,101.69,33.23,6.81,0.431,3.0195,12.0818,246.3964,-1.6414,1.2766,0.0010,11.3019,11.3019,0.0000,0.0000,0.0000
45650,9.2119,0.0000,203,60,54,89,101.74,33.14,6.63,0.428,3.1244,12.0422,245.9910,-1.6409,1.2565,0.0010,11.3020,11.3020,0.0000,0.0000,0.0000
45660,9.2121,0.0000,203,60,54,89,101.79,33.18,6.67,0.428,3.2229,12.0116,245.7130,-1.6408,1.2577,0.0010,11.3021,11.3021,0.0000,0.0000,0.0000
45670,9.2122,0.0000,203,60,54,89,101.88,33.26,6.74,0.431,3.2561,11.9975,246.0745,-1.6409,1.2126,0.0010,11.3022,11.3022,0.0000,0.0000,0.0000
45680,9.2124,0.0000,203,60,54,89,101.91,33.27,8.90,0.428,3.2673,11.9702,246.1783,-1.6414,1.1875,0.0010,11.3023,11.3023,0.0000,0.0000,0.0000
45690,9.2125,0.0000,203,60,54,89,101.80,32.98,5.65,0.424,3.1788,11.9702,246.5999,-1.6400,1.1690,0.0010,11.3024,11.3024,0.0000,0.0000,0.0000
45700,9.2126,0.0000,203,60,54,89,101.78,32.92,4.44,0.428,3.1417,11.9491,246.2962,-1.6397,1.1637,0.0010,11.3025,11.3025,0.0000,0.0000,0.0000
45710,9.2127,0.0000,203,60,54,89,101.75,32.88,4.46,0.428,3.1394,11.9274,246.9212,-1.6401,1.1902,0.0010,11.3026,11.3026,0.0000,0.0000,0.0000
45720,9.2128,0.0000,203,60,54,89,101.60,32.80,5.71,0.428,3.0802,12.0083,247.1056,-1.6420,1.2061,0.0010,11.3026,11.3027,0.0000,0.0000,0.0000
45730,9.2130,0.0000,203,60,54,89,101.48,32.89,5.70,0.431,3.0480,12.0836,247.1524,-1.6432,1.2073,0.0010,11.3027,11.3027,0.0000,0.0000,0.0000
45740,9.2131,0.0000,203,60,54,89,101.44,32.84,5.82,0.424,3.0334,12.1005,247.8597,-1.6432,1.2191,0.0010,11.3027,11.3027,0.0000,0.0000,0.0000
45750,9.2132,0.0000,203,60,54,89,101.45,32.78,5.69,0.431,2.9879,12.0810,246.7567,-1.6428,1.2547,0.0010,11.3027,11.3027,0.0000,0.0000,0.0000
45760,9.2132,0.0000,203,60,54,89,101.56,32.84,5.74,0.431,2.9990,12.0244,246.7346,-1.6421,1.2728,0.0010,11.3027,11.3027,0.0000,0.0000,0.0000
45770,9.2133,0.0000,203,60,54,89,101.70,33.03,5.70,0.428,3.0460,12.0067,246.8344,-1.6418,1.2456,0.0010,11.3028,11.3028,0.0000,0.0000,0.0000
45780,9.2134,0.0000,203,60,54,89,101.81,33.05,5.50,0.424,3.0983,11.9662,246.6591,-1.6414,1.2323,0.0010,11.3029,11.3029,0.0000,0.0000,0.0000
45790,9.2135,0.0000,203,60,54,89,101.90,33.06,5.57,0.428,3.1898,11.9267,246.7133,-1.6412,1.2278,0.0010,11.3031,11.3031,0.0000,0.0000,0.0000
45800,9.2136,0.0000,203,60,54,89,102.02,33.11,5.61,0.434,3.2029,11.9140,246.4852,-1.6421,1.2404,0.0010,11.3032,11.3032,0.0000,0.0000,0.0000
45810,9.2138,0.0000,203,60,54,89,102.08,33.13,5.89,0.428,3.1757,11.9231,246.7820,-1.6427,1.2618,0.0010,11.3033,11.3033,0.0000,0.0000,0.0000
45820,9.2139,0.0000,203,60,54,89,102.09,33.12,6.92,0.428,3.1548,11.9548,246.8439,-1.6423,1.2440,0.0010,11.3035,11.3035,0.0000,0.0000,0.0000
45830,9.2140,0.0000,203,60,54,89,102.05,33.15,6.97,0.428,3.1272,12.0093,246.9286,-1.6452,1.2272,0.0010,11.3036,11.3036,0.0000,0.0000,0.0000
45840,9.2142,0.0000,203,60,54,89,101.87,32.97,4.45,0.428,3.0910,12.0212,246.4111,-1.6454,1.2804,0.0010,11.3038,11.3037,0.0000,0.0000,0.0000
45850,9.2143,0.0000,203,60,54,89,101.72,32.91,5.67,0.428,3.0504,12.0526,246.3055,-1.6478,1.3135,0.0010,11.3038,11.3038,0.0000,0.0000,0.0000
45860,9.2144,0.0000,203,60,54,89,101.75,33.02,6.89,0.431,3.0528,12.0468,246.7554,-1.6479,1.2589,0.0010,11.3039,11.3039,0.0000,0.0000,0.0000
45870,9.2146,0.0000,203,60,54,89,101.77,33.12,5.64,0.431,3.0564,12.0212,246.1752,-1.6473,1.2445,0.0010,11.3039,11.3039,0.0000,0.0000,0.0000
45880,9.2147,0.0000,203,60,54,89,101.74,33.13,6.76,0.431,3.0392,12.0549,245.7881,-1.6463,1.2293,0.0010,11.3040,11.3040,0.0000,0.0000,0.0000
45890,9.2149,0.0000,203,60,54,89,101.82,33.24,5.51,0.431,3.0504,12.0684,246.2947,-1.6453,1.2118,0.0010,11.3041,11.3041,0.0000,0.0000,0.0000
45900,9.2151,0.0000,203,60,54,89,101.93,33.42,6.74,0.431,3.0819,12.0533,246.2451,-1.6439,1.1777,0.0010,11.3042,11.3042,0.0000,0.0000,0.0000
45910,9.2153,0.0000,203,60,54,89,102.01,33.39,6.54,0.428,3.1672,12.0130,246.3823,-1.6428,1.1939,0.0010,11.3044,11.3044,0.0000,0.0000,0.0000
45920,9.2155,0.0000,204,60,54,90,102.01,33.36,6.61,0.428,3.2795,11.9675,246.2208,-1.6423,1.2350,0.0010,11.3046,11.3046,0.0000,0.0000,0.0000
45930,9.2156,0.0000,204,60,54,90,102.03,33.35,6.63,0.434,3.3098,11.9255,246.0836,-1.6420,1.2437,0.0010,11.3048,11.3048,0.0000,0.0000,0.0000
45940,9.2158,0.0000,204,60,54,90,101.88,32.98,7.02,0.428,3.2586,11.9056,247.9776,-1.6420,1.3421,0.0010,11.3049,11.3049,0.0000,0.0000,0.0000
45950,9.2160,0.0000,204,60,54,90,101.82,32.82,6.74,0.434,3.2466,11.8946,246.2178,-1.6419,1.3844,0.0010,11.3050,11.3050,0.0000,0.0000,0.0000
45960,9.2161,0.0000,204,60,54,90,101.86,32.92,6.80,0.428,3.2009,11.9103,246.4127,-1.6414,1.3138,0.0010,11.3051,11.3051,0.0000,0.0000,0.0000
45970,9.2162,0.0000,204,60,54,90,101.68,32.87,6.99,0.428,3.0897,12.0158,246.8056,-1.6422,1.2402,0.0010,11.3052,11.3052,0.0000,0.0000,0.0000
45980,9.2163,0.0000,204,60,54,90,101.60,32.86,6.67,0.428,3.0317,12.0609,246.2436,-1.6436,1.2206,0.0010,11.3052,11.3052,0.0000,0.0000,0.0000
45990,9.2164,0.0000,204,60,54,90,101.70,32.92,4.55,0.428,3.0326,12.0374,246.8177,-1.6425,1.1897,0.0010,11.3053,11.3053,0.0000,0.0000,0.0000
46000,9.2164,0.0000,204,60,54,90,101.71,32.94,5.68,0.434,3.0067,12.0358,246.9806,-1.6416,1.1624,0.0010,11.3054,11.3054,0.0000,0.0000,0.0000
46010,9.2165,0.0000,204,60,54,90,101.70,32.95,5.64,0.431,2.9747,12.0362,246.6184,-1.6397,1.2008,0.0010,11.3055,11.3055,0.0000,0.0000,0.0000
46020,9.2166,0.0000,204,60,54,90,101.75,32.95,5.74,0.431,2.9761,12.0042,246.3702,-1.6388,1.2512,0.0010,11.3057,11.3057,0.0000,0.0000,0.0000
46030,9.2167,0.0000,204,60,54,90,101.76,32.99,4.49,0.431,2.9778,11.9858,246.4800,-1.6391,1.2621,0.0010,11.3057,11.3057,0.0000,0.0000,0.0000
46040,9.2167,0.0000,204,60,54,90,101.77,33.03,4.47,0.431,3.0007,11.9754,246.2562,-1.6393,1.2526,0.0010,11.3057,11.3057,0.0000,0.0000,0.0000
46050,9.2169,0.0000,204,60,54,90,101.80,32.98,5.45,0.428,3.0966,11.9629,246.2138,-1.6395,1.2698,0.0010,11.3058,11.3058,0.0000,0.0000,0.0000
46060,9.2170,0.0000,204,60,54,90,101.88,33.08,5.54,0.431,3.1898,11.9638,246.1571,-1.6397,1.2572,0.0010,11.3060,11.3060,0.0000,0.0000,0.0000
46070,9.2171,0.0000,204,60,54,90,101.98,33.27,5.55,0.431,3.2118,11.9668,246.0555,-1.6403,1.2206,0.0010,11.3061,11.3061,0.0000,0.0000,0.0000
46080,9.2172,0.0000,204,60,54,90,101.99,33.38,4.33,0.434,3.1817,12.0038,245.4423,-1.6427,1.1895,0.0010,11.3061,11.3061,0.0000,0.0000,0.0000
46090,9.2173,0.0000,204,60,54,90,101.91,33.31,5.58,0.431,3.1268,12.0657,246.4609,-1.6466,1.1777,0.0010,11.3062,11.3062,0.0000,0.0000,0.0000
46100,9.2175,0.0000,204,60,54,90,101.97,33.33,5.46,0.431,3.1325,12.0797,246.2247,-1.6472,1.2291,0.0010,11.3063,11.3063,0.0000,0.0000,0.0000
46110,9.2176,0.0000,204,60,54,90,102.07,33.35,5.44,0.431,3.1306,12.0279,246.1625,-1.6478,1.2783,0.0010,11.3064,11.3064,0.0000,0.0000,0.0000
46120,9.2177,0.0000,204,60,54,90,101.96,33.11,6.73,0.431,3.0997,11.9563,246.7557,-1.6470,1.3065,0.0010,11.3065,11.3065,0.0000,0.0000,0.0000
46130,9.2179,0.0000,204,60,54,90,101.95,33.12,8.06,0.428,3.1036,11.9148,247.3260,-1.6467,1.3103,0.0010,11.3066,11.3066,0.0000,0.0000,0.0000
46140,9.2180,0.0000,204,60,54,90,101.89,33.09,6.89,0.428,3.0927,11.8821,246.4078,-1.6455,1.2592,0.0010,11.3067,11.3067,0.0000,0.0000,0.0000
46150,9.2182,0.0000,204,60,54,90,101.80,32.92,6.91,0.428,3.0337,11.9252,246.5257,-1.6447,1.2455,0.0010,11.3067,11.3067,0.0000,0.0000,0.0000
46160,9.2184,0.0000,204,60,54,90,101.80,32.91,6.87,0.428,3.0165,11.9644,246.7867,-1.6448,1.2296,0.0010,11.3067,11.3067,0.0000,0.0000,0.0000
46170,9.2185,0.0000,204,60,54,90,101.78,32.87,8.11,0.428,3.0093,11.9635,247.3765,-1.6449,1.2414,0.0010,11.3067,11.3067,0.0000,0.0000,0.0000
46180,9.2186,0.0000,204,60,54,90,101.67,32.88,6.78,0.421,2.9629,12.0346,246.8532,-1.6431,1.2538,0.0010,11.3068,11.3068,0.0000,0.0000,0.0000
46190,9.2188,0.0000,204,60,54,90,101.70,32.83,7.09,0.428,3.0214,12.0322,246.4095,-1.6424,1.2611,0.0010,11.3070,11.3070,0.0000,0.0000,0.0000
46200,9.2188,0.0000,204,60,54,90,101.68,32.85,7.00,0.421,3.0596,12.0489,247.0178,-1.6466,1.2755,0.0010,11.3071,11.3071,0.0000,0.0000,0.0000
