frame,rgyr,e2e,nhb,i3,i4,iL,bang_mean,bang_rms,tors_mean,alpha_frac,e_morse,e_angle,e_torsion,e_hydro,e_native,thermal,rmsd_native,rmsd_c1,rmsd_c2,rmsd_c3,rmsd_c4
92890,8.2151,0.0000,241,60,59,122,103.01,37.18,4.51,0.410,6.6532,18.9897,243.1012,-3.7928,10.5904,0.0000,10.8569,10.8569,0.0000,0.0000,0.0000
92900,8.2152,0.0000,241,60,59,122,103.03,37.38,3.47,0.407,6.6744,19.0428,243.5781,-3.7918,10.4913,0.0000,10.8569,10.8569,0.0000,0.0000,0.0000
92910,8.2154,0.0000,241,60,59,122,103.10,37.44,5.78,0.410,6.7035,19.0659,243.7227,-3.7895,10.2996,0.0000,10.8569,10.8569,0.0000,0.0000,0.0000
92920,8.2155,0.0000,241,60,59,122,103.22,37.62,4.55,0.410,6.7586,19.0678,243.4232,-3.7886,10.2709,0.0000,10.8570,10.8570,0.0000,0.0000,0.0000
92930,8.2157,0.0000,241,60,59,122,103.26,37.75,4.58,0.410,6.7734,19.0347,243.3129,-3.7892,10.1889,0.0000,10.8571,10.8571,0.0000,0.0000,0.0000
92940,8.2159,0.0000,241,60,59,122,103.19,37.85,3.80,0.414,6.6985,19.0576,244.4400,-3.7903,10.1767,0.0000,10.8572,10.8572,0.0000,0.0000,0.0000
92950,8.2161,0.0000,241,60,59,122,103.32,37.72,4.68,0.414,6.6598,19.0663,244.6597,-3.7907,10.7166,0.0000,10.8572,10.8572,0.0000,0.0000,0.0000
92960,8.2163,0.0000,241,60,59,122,103.00,37.36,3.12,0.410,6.5571,19.1008,242.3636,-3.7897,10.7401,0.0000,10.8573,10.8573,0.0000,0.0000,0.0000
92970,8.2164,0.0000,241,60,59,122,102.95,37.42,5.75,0.410,6.5752,19.1079,243.0858,-3.7915,10.5385,0.0000,10.8574,10.8573,0.0000,0.0000,0.0000
92980,8.2165,0.0000,241,60,59,122,103.08,37.57,4.41,0.400,6.6839,19.0576,242.3868,-3.7951,10.4486,0.0000,10.8573,10.8573,0.0000,0.0000,0.0000
92990,8.2166,0.0000,241,60,59,122,103.13,37.34,3.13,0.407,6.7265,18.9098,242.4595,-3.7939,10.4772,0.0000,10.8572,10.8572,0.0000,0.0000,0.0000
93000,8.2167,0.0000,241,60,59,122,103.20,37.28,1.98,0.410,6.7042,18.8897,242.4240,-3.7918,10.4827,0.0000,10.8572,10.8572,0.0000,0.0000,0.0000
93010,8.2169,0.0000,241,60,59,122,103.29,37.45,4.40,0.414,6.6681,18.9314,243.0172,-3.7918,10.3813,0.0000,10.8573,10.8573,0.0000,0.0000,0.0000
93020,8.2171,0.0000,241,60,59,122,103.18,37.47,5.73,0.414,6.6500,18.9454,243.2485,-3.7904,10.3587,0.0000,10.8575,10.8575,0.0000,0.0000,0.0000
93030,8.2174,0.0000,242,61,59,122,103.14,37.45,2.23,0.417,6.7566,19.0076,242.4909,-3.7898,10.4200,0.0000,10.8576,10.8576,0.0000,0.0000,0.0000
93040,8.2177,0.0000,242,61,59,122,103.02,37.27,3.32,0.407,6.7494,19.0400,244.5163,-3.7813,10.7614,0.0000,10.8578,10.8578,0.0000,0.0000,0.0000
93050,8.2179,0.0000,242,61,59,122,102.87,37.15,2.06,0.407,6.7095,18.9812,243.4884,-3.7797,10.7299,0.0000,10.8580,10.8580,0.0000,0.0000,0.0000
93060,8.2180,0.0000,242,61,59,122,102.70,36.93,3.37,0.400,6.6199,18.9995,242.8895,-3.7822,10.7247,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93070,8.2181,0.0000,242,61,59,122,102.64,36.86,4.71,0.400,6.5189,19.0844,243.2890,-3.7876,10.7451,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93080,8.2182,0.0000,242,61,59,122,102.77,37.04,4.68,0.410,6.5447,19.0639,242.9377,-3.7924,10.7214,0.0000,10.8582,10.8582,0.0000,0.0000,0.0000
93090,8.2182,0.0000,242,61,59,122,102.85,37.01,5.55,0.410,6.5920,19.0229,243.2401,-3.7899,10.5415,0.0000,10.8582,10.8582,0.0000,0.0000,0.0000
93100,8.2183,0.0000,242,61,59,122,102.89,37.10,4.42,0.410,6.6321,19.0398,243.1854,-3.7885,10.5323,0.0000,10.8582,10.8582,0.0000,0.0000,0.0000
93110,8.2184,0.0000,242,61,59,122,102.73,36.95,4.65,0.403,6.6152,19.0640,244.0054,-3.7841,10.3578,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93120,8.2185,0.0000,242,61,59,122,102.75,37.15,4.79,0.407,6.5987,19.0874,244.3314,-3.7838,10.2417,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93130,8.2186,0.0000,242,61,59,122,102.67,37.04,3.35,0.414,6.5295,19.1261,243.0646,-3.7782,10.4446,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93140,8.2187,0.0000,242,61,59,122,102.76,37.14,4.71,0.414,6.5248,19.1389,243.8465,-3.7808,10.6542,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93150,8.2188,0.0000,242,61,59,122,102.92,37.39,4.65,0.407,6.6197,19.1057,243.5362,-3.7838,10.5137,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93160,8.2189,0.0000,242,61,59,122,102.95,37.32,3.43,0.397,6.7350,18.9844,243.6147,-3.7903,10.3903,0.0000,10.8581,10.8581,0.0000,0.0000,0.0000
93170,8.2191,0.0000,242,61,59,122,102.93,37.22,3.32,0.410,6.7701,18.8395,242.9712,-3.7974,10.5555,0.0000,10.8582,10.8582,0.0000,0.0000,0.0000
93180,8.2192,0.0000,242,61,59,122,102.97,37.13,3.55,0.407,6.7475,18.8476,243.1352,-3.8020,10.5303,0.0000,10.8584,10.8584,0.0000,0.0000,0.0000
93190,8.2194,0.0000,242,61,59,122,102.91,37.11,4.74,0.407,6.6392,18.9528,243.2054,-3.8013,10.5539,0.0000,10.8586,10.8586,0.0000,0.0000,0.0000
93200,8.2196,0.0000,242,61,59,122,103.03,37.11,4.85,0.397,6.7789,18.9028,244.4865,-3.8028,10.3745,0.0000,10.8586,10.8586,0.0000,0.0000,0.0000
93210,8.2198,0.0000,241,60,59,122,102.97,36.87,4.53,0.403,6.8195,18.8458,241.8607,-3.7959,10.5117,0.0000,10.8587,10.8587,0.0000,0.0000,0.0000
93220,8.2200,0.0000,241,60,59,122,102.94,36.83,4.45,0.403,6.7372,18.9252,242.4877,-3.7975,10.6213,0.0000,10.8588,10.8588,0.0000,0.0000,0.0000
93230,8.2202,0.0000,241,60,59,122,102.95,36.91,4.45,0.397,6.7074,18.9357,242.3853,-3.7978,10.4955,0.0000,10.8589,10.8589,0.0000,0.0000,0.0000
93240,8.2204,0.0000,241,60,59,122,103.08,37.18,4.44,0.403,6.7044,18.9072,242.7313,-3.7973,10.3307,0.0000,10.8590,10.8590,0.0000,0.0000,0.0000
93250,8.2206,0.0000,241,60,59,122,103.07,37.16,5.64,0.403,6.7244,18.9176,243.1647,-3.7919,10.2358,0.0000,10.8591,10.8591,0.0000,0.0000,0.0000
93260,8.2209,0.0000,241,60,59,122,103.20,37.32,5.28,0.400,6.7509,18.8726,242.1929,-3.7887,10.2804,0.0000,10.8593,10.8593,0.0000,0.0000,0.0000
93270,8.2211,0.0000,241,60,59,122,103.52,37.33,4.39,0.403,6.7703,18.8116,242.9999,-3.7872,10.7936,0.0000,10.8594,10.8594,0.0000,0.0000,0.0000
93280,8.2214,0.0000,241,60,59,122,103.49,37.26,4.36,0.403,6.7451,18.7983,244.2558,-3.7870,10.7577,0.0000,10.8594,10.8594,0.0000,0.0000,0.0000
93290,8.2216,0.0000,241,60,59,122,103.05,36.96,1.94,0.403,6.6096,18.9372,242.9557,-3.7842,10.6772,0.0000,10.8595,10.8595,0.0000,0.0000,0.0000
93300,8.2217,0.0000,241,60,59,122,102.96,36.97,4.22,0.403,6.6199,18.9999,242.2522,-3.7870,10.5839,0.0000,10.8596,10.8596,0.0000,0.0000,0.0000
93310,8.2219,0.0000,241,60,59,122,102.78,36.76,6.09,0.403,6.5733,18.8801,244.5276,-3.8019,10.9496,0.0000,10.8596,10.8596,0.0000,0.0000,0.0000
93320,8.2220,0.0000,241,60,59,122,102.52,36.67,4.71,0.403,6.5613,18.9021,243.4418,-3.8081,11.3623,0.0000,10.8595,10.8595,0.0000,0.0000,0.0000
93330,8.2220,0.0000,241,60,59,122,102.51,36.84,2.31,0.407,6.5821,18.9691,242.9674,-3.8097,11.0043,0.0000,10.8594,10.8594,0.0000,0.0000,0.0000
93340,8.2219,0.0000,241,60,59,122,102.68,37.12,3.41,0.407,6.6066,18.9798,242.7907,-3.8054,10.6663,0.0000,10.8593,10.8593,0.0000,0.0000,0.0000
93350,8.2220,0.0000,241,60,59,122,102.86,37.40,4.71,0.407,6.6537,18.9510,243.0615,-3.8031,10.4802,0.0000,10.8593,10.8593,0.0000,0.0000,0.0000
93360,8.2220,0.0000,241,60,59,122,103.00,37.33,4.62,0.410,6.6886,18.9682,242.7668,-3.7968,10.5940,0.0000,10.8593,10.8593,0.0000,0.0000,0.0000
93370,8.2222,0.0000,241,60,59,122,103.02,37.22,3.32,0.410,6.7333,18.9062,242.9852,-3.7897,10.5610,0.0000,10.8594,10.8594,0.0000,0.0000,0.0000
93380,8.2224,0.0000,241,60,59,122,103.09,37.34,3.25,0.407,6.7286,18.9040,243.0972,-3.7875,10.4905,0.0000,10.8595,10.8595,0.0000,0.0000,0.0000
93390,8.2226,0.0000,241,60,59,122,103.16,37.45,4.57,0.410,6.7063,18.9338,243.5306,-3.7895,10.4674,0.0000,10.8596,10.8596,0.0000,0.0000,0.0000
93400,8.2228,0.0000,241,60,59,122,103.15,37.51,3.32,0.410,6.6652,18.9677,243.4512,-3.7950,10.4176,0.0000,10.8598,10.8598,0.0000,0.0000,0.0000
93410,8.2230,0.0000,241,60,59,122,102.94,37.50,4.19,0.410,6.5332,19.1483,243.4565,-3.7972,10.4178,0.0000,10.8600,10.8600,0.0000,0.0000,0.0000
93420,8.2232,0.0000,241,60,59,122,102.91,37.55,4.46,0.407,6.6265,19.1063,242.6737,-3.7997,10.4266,0.0000,10.8600,10.8600,0.0000,0.0000,0.0000
93430,8.2234,0.0000,241,60,59,122,102.96,37.24,4.45,0.397,6.6281,18.9410,242.8498,-3.8030,10.5891,0.0000,10.8600,10.8600,0.0000,0.0000,0.0000
93440,8.2236,0.0000,241,60,59,122,103.15,37.18,4.36,0.400,6.7206,18.8408,242.9299,-3.8036,10.5837,0.0000,10.8600,10.8600,0.0000,0.0000,0.0000
93450,8.2237,0.0000,241,60,59,122,103.22,37.16,4.45,0.407,6.7870,18.7889,242.3656,-3.8024,10.5385,0.0000,10.8601,10.8601,0.0000,0.0000,0.0000
93460,8.2239,0.0000,241,60,59,122,103.03,36.92,4.45,0.403,6.7487,18.7736,242.5737,-3.7962,10.4604,0.0000,10.8602,10.8602,0.0000,0.0000,0.0000
93470,8.2241,0.0000,241,60,59,122,102.72,36.79,4.69,0.400,6.6657,18.8540,243.8255,-3.7941,10.3698,0.0000,10.8602,10.8602,0.0000,0.0000,0.0000
93480,8.2243,0.0000,241,60,59,122,102.61,36.67,3.20,0.410,6.6170,18.8999,243.0746,-3.7925,10.3502,0.0000,10.8603,10.8603,0.0000,0.0000,0.0000
93490,8.2244,0.0000,241,60,59,122,102.60,36.75,3.17,0.403,6.5780,18.9177,243.0667,-3.7881,10.2643,0.0000,10.8603,10.8603,0.0000,0.0000,0.0000
93500,8.2246,0.0000,241,60,59,122,102.82,36.76,3.35,0.403,6.6160,18.9442,243.3271,-3.7860,10.4955,0.0000,10.8604,10.8604,0.0000,0.0000,0.0000
93510,8.2248,0.0000,241,60,59,122,103.11,36.91,3.12,0.403,6.7827,18.8986,242.4543,-3.7847,10.5335,0.0000,10.8604,10.8604,0.0000,0.0000,0.0000
93520,8.2250,0.0000,241,60,59,122,103.11,36.88,4.45,0.403,6.7328,18.9911,243.3218,-3.7824,10.5276,0.0000,10.8606,10.8606,0.0000,0.0000,0.0000
93530,8.2252,0.0000,241,60,59,122,103.17,37.02,4.56,0.400,6.7005,18.9449,243.2619,-3.7824,10.4996,0.0000,10.8607,10.8607,0.0000,0.0000,0.0000
93540,8.2254,0.0000,241,60,59,122,103.26,37.27,5.72,0.407,6.7060,18.8965,243.7733,-3.7837,10.3617,0.0000,10.8609,10.8609,0.0000,0.0000,0.0000
93550,8.2256,0.0000,241,60,59,122,102.95,37.20,3.42,0.414,6.6910,18.9305,243.1321,-3.7824,10.2762,0.0000,10.8611,10.8611,0.0000,0.0000,0.0000
93560,8.2257,0.0000,241,60,59,122,102.97,37.39,4.43,0.410,6.7235,18.9331,243.4256,-3.7845,10.1965,0.0000,10.8612,10.8612,0.0000,0.0000,0.0000
93570,8.2259,0.0000,241,60,59,122,103.12,37.43,3.25,0.410,6.7432,18.9772,242.8390,-3.7859,10.3411,0.0000,10.8613,10.8613,0.0000,0.0000,0.0000
93580,8.2261,0.0000,241,60,59,122,103.32,37.57,3.12,0.407,6.7543,18.9673,242.8456,-3.7852,10.5036,0.0000,10.8613,10.8613,0.0000,0.0000,0.0000
93590,8.2262,0.0000,241,60,59,122,103.54,37.69,4.48,0.407,6.7664,18.9345,242.9704,-3.7841,10.4258,0.0000,10.8614,10.8614,0.0000,0.0000,0.0000
93600,8.2264,0.0000,241,60,59,122,103.65,37.78,4.49,0.403,6.7919,18.8554,243.2658,-3.7875,10.4247,0.0000,10.8614,10.8614,0.0000,0.0000,0.0000
93610,8.2267,0.0000,241,60,59,122,103.33,37.54,4.75,0.403,6.6854,18.8143,243.7139,-3.7834,10.5078,0.0000,10.8614,10.8614,0.0000,0.0000,0.0000
93620,8.2269,0.0000,241,60,59,122,103.27,37.47,4.56,0.410,6.7724,18.7769,243.2484,-3.7853,10.2943,0.0000,10.8615,10.8615,0.0000,0.0000,0.0000
93630,8.2271,0.0000,241,60,59,122,103.13,37.43,3.20,0.400,6.6713,18.8481,243.3952,-3.7907,10.2383,0.0000,10.8616,10.8616,0.0000,0.0000,0.0000
93640,8.2273,0.0000,241,60,59,122,103.07,37.38,3.32,0.410,6.6328,18.9773,243.6588,-3.7924,10.2926,0.0000,10.8619,10.8619,0.0000,0.0000,0.0000
93650,8.2274,0.0000,241,60,59,122,103.14,37.32,3.24,0.410,6.6743,19.0149,242.9013,-3.7924,10.4173,0.0000,10.8620,10.8620,0.0000,0.0000,0.0000
93660,8.2276,0.0000,241,60,59,122,103.03,37.26,4.46,0.397,6.6184,19.0318,243.2446,-3.7850,10.4762,0.0000,10.8621,10.8621,0.0000,0.0000,0.0000
93670,8.2278,0.0000,241,60,59,122,102.95,37.23,4.55,0.400,6.5976,18.9725,242.9918,-3.7832,10.3937,0.0000,10.8622,10.8622,0.0000,0.0000,0.0000
93680,8.2279,0.0000,241,60,59,122,102.88,37.24,4.45,0.410,6.6056,18.9933,242.6348,-3.7840,10.4067,0.0000,10.8622,10.8622,0.0000,0.0000,0.0000
93690,8.2280,0.0000,241,60,59,122,102.88,37.18,4.49,0.410,6.6416,18.9673,242.3895,-3.7867,10.3954,0.0000,10.8622,10.8622,0.0000,0.0000,0.0000
93700,8.2282,0.0000,241,60,59,122,103.03,37.13,3.22,0.410,6.6525,18.9040,241.9116,-3.7857,10.5475,0.0000,10.8622,10.8622,0.0000,0.0000,0.0000
93710,8.2283,0.0000,241,60,59,122,103.24,37.26,4.41,0.414,6.6773,18.8523,242.2094,-3.7856,10.6154,0.0000,10.8622,10.8622,0.0000,0.0000,0.0000
93720,8.2284,0.0000,241,60,59,122,103.39,37.50,4.32,0.414,6.6891,18.8143,242.1067,-3.7850,10.4855,0.0000,10.8623,10.8623,0.0000,0.0000,0.0000
93730,8.2286,0.0000,241,60,59,122,103.29,37.65,4.47,0.410,6.6028,18.9450,242.5334,-3.7848,10.3633,0.0000,10.8624,10.8624,0.0000,0.0000,0.0000
93740,8.2287,0.0000,241,60,59,122,103.13,37.78,3.32,0.410,6.5143,19.1111,242.8694,-3.7849,10.3837,0.0000,10.8625,10.8625,0.0000,0.0000,0.0000
93750,8.2289,0.0000,241,60,59,122,103.02,37.72,4.35,0.414,6.5843,19.1769,242.5780,-3.7920,10.3500,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93760,8.2292,0.0000,241,60,59,122,102.29,37.16,4.82,0.400,6.6235,19.1997,244.2075,-3.8204,11.8351,0.0000,10.8628,10.8628,0.0000,0.0000,0.0000
93770,8.2293,0.0000,241,60,59,122,102.22,36.70,3.11,0.407,6.6704,19.1315,242.6004,-3.8190,12.0251,0.0000,10.8628,10.8628,0.0000,0.0000,0.0000
93780,8.2293,0.0000,241,60,59,122,102.39,36.61,2.22,0.407,6.7303,19.0485,243.6608,-3.8133,11.4417,0.0000,10.8627,10.8627,0.0000,0.0000,0.0000
93790,8.2293,0.0000,241,60,59,122,102.51,36.62,2.35,0.403,6.7633,18.9293,243.8665,-3.8047,10.9895,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93800,8.2293,0.0000,241,60,59,122,102.67,36.75,3.44,0.403,6.7007,18.8705,243.7763,-3.8005,10.6813,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93810,8.2293,0.0000,241,60,59,122,102.81,36.92,3.45,0.407,6.6480,18.8486,243.4965,-3.7969,10.4820,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93820,8.2294,0.0000,241,60,59,122,102.90,37.02,5.98,0.407,6.6592,18.8403,243.8750,-3.7927,10.3616,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93830,8.2296,0.0000,241,60,59,122,103.07,37.05,5.69,0.407,6.7367,18.8589,243.0843,-3.7892,10.4608,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93840,8.2298,0.0000,241,60,59,122,103.23,37.07,4.50,0.403,6.7032,18.9208,243.4891,-3.7862,10.6246,0.0000,10.8626,10.8626,0.0000,0.0000,0.0000
93850,8.2299,0.0000,241,60,59,122,103.26,37.23,4.55,0.407,6.6572,19.0418,243.5099,-3.7874,10.5743,0.0000,10.8627,10.8627,0.0000,0.0000,0.0000
93860,8.2301,0.0000,241,60,59,122,103.27,37.35,4.59,0.410,6.6615,19.0595,243.6057,-3.7933,10.4294,0.0000,10.8629,10.8629,0.0000,0.0000,0.0000
93870,8.2303,0.0000,241,60,59,122,103.32,37.54,4.42,0.410,6.6939,19.0337,243.2440,-3.7980,10.4400,0.0000,10.8630,10.8630,0.0000,0.0000,0.0000
93880,8.2305,0.0000,241,60,59,122,103.30,37.61,5.61,0.407,6.7428,19.0064,243.0894,-3.7999,10.3650,0.0000,10.8632,10.8632,0.0000,0.0000,0.0000
93890,8.2307,0.0000,241,60,59,122,103.16,37.38,5.61,0.400,6.7314,18.9115,243.4219,-3.7988,10.4245,0.0000,10.8633,10.8633,0.0000,0.0000,0.0000
93900,8.2309,0.0000,241,60,59,122,103.05,37.14,4.45,0.407,6.7690,18.7909,243.2440,-3.7939,10.3286,0.0000,10.8633,10.8633,0.0000,0.0000,0.0000
93910,8.2312,0.0000,241,60,59,122,103.14,36.83,4.38,0.407,6.7758,18.7005,243.4164,-3.7892,10.6510,0.0000,10.8633,10.8633,0.0000,0.0000,0.0000
93920,8.2315,0.0000,241,60,59,122,102.83,36.52,0.69,0.414,6.8171,18.7024,242.1796,-3.7867,10.8078,0.0000,10.8634,10.8634,0.0000,0.0000,0.0000
93930,8.2318,0.0000,241,60,59,122,102.69,36.65,0.79,0.410,6.8664,18.8344,242.2792,-3.7863,10.6637,0.0000,10.8635,10.8635,0.0000,0.0000,0.0000
93940,8.2319,0.0000,241,60,59,122,102.72,36.93,2.17,0.410,6.7909,18.8870,242.8279,-3.7848,10.4316,0.0000,10.8635,10.8635,0.0000,0.0000,0.0000
93950,8.2320,0.0000,241,60,59,122,102.71,37.14,4.60,0.407,6.6556,18.9299,243.1935,-3.7827,10.3460,0.0000,10.8635,10.8635,0.0000,0.0000,0.0000
93960,8.2321,0.0000,241,60,59,122,102.58,37.10,0.83,0.414,6.5357,19.1058,242.1429,-3.7828,10.3414,0.0000,10.8636,10.8636,0.0000,0.0000,0.0000
93970,8.2321,0.0000,241,60,59,122,102.66,37.27,0.79,0.414,6.5466,19.0968,242.3354,-3.7835,10.3240,0.0000,10.8636,10.8636,0.0000,0.0000,0.0000
93980,8.2322,0.0000,241,60,59,122,102.83,37.54,1.96,0.414,6.6126,19.0488,242.0840,-3.7842,10.2558,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
93990,8.2324,0.0000,241,60,59,122,102.92,37.28,1.09,0.410,6.7578,18.9364,243.4374,-3.7842,10.3546,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
94000,8.2326,0.0000,241,60,59,122,102.87,36.63,2.25,0.410,6.8385,18.8208,243.4711,-3.7918,11.1075,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
94010,8.2328,0.0000,241,60,59,122,102.82,36.59,3.38,0.407,6.8283,18.7942,242.8529,-3.7940,11.1653,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
94020,8.2330,0.0000,241,60,59,122,102.92,36.80,3.34,0.407,6.8603,18.7977,242.5289,-3.7933,10.8778,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
94030,8.2331,0.0000,241,60,59,122,103.05,37.07,4.62,0.407,6.8962,18.8208,243.3420,-3.7926,10.5886,0.0000,10.8637,10.8637,0.0000,0.0000,0.0000
94040,8.2332,0.0000,241,60,59,122,103.17,37.38,4.51,0.410,6.8753,18.8486,242.7795,-3.7916,10.4765,0.0000,10.8638,10.8638,0.0000,0.0000,0.0000
94050,8.2334,0.0000,241,60,59,122,103.20,37.53,4.46,0.414,6.8224,18.8821,244.1238,-3.7962,10.4108,0.0000,10.8640,10.8640,0.0000,0.0000,0.0000
94060,8.2336,0.0000,241,60,59,122,102.92,37.28,3.20,0.410,6.7074,19.0014,242.6064,-3.7937,10.4683,0.0000,10.8642,10.8642,0.0000,0.0000,0.0000
94070,8.2338,0.0000,241,60,59,122,102.74,37.13,2.33,0.407,6.6582,19.0218,243.5102,-3.7916,10.3394,0.0000,10.8643,10.8643,0.0000,0.0000,0.0000
94080,8.2340,0.0000,241,60,59,122,102.92,37.06,4.73,0.407,6.7352,18.9406,243.8703,-3.7909,10.3883,0.0000,10.8643,10.8643,0.0000,0.0000,0.0000
94090,8.2343,0.0000,241,60,59,122,103.21,37.02,3.21,0.393,7.0088,18.7800,243.0362,-3.7903,10.9018,0.0000,10.8642,10.8642,0.0000,0.0000,0.0000
94100,8.2345,0.0000,241,60,59,122,103.32,37.03,3.22,0.403,6.9074,18.6904,242.9416,-3.7937,11.0847,0.0000,10.8641,10.8641,0.0000,0.0000,0.0000
94110,8.2346,0.0000,241,60,59,122,103.30,37.07,4.47,0.403,6.7606,18.7321,242.4113,-3.7932,10.9148,0.0000,10.8640,10.8640,0.0000,0.0000,0.0000
94120,8.2346,0.0000,241,60,59,122,103.11,37.09,4.50,0.407,6.6720,18.8698,242.4017,-3.7954,10.7419,0.0000,10.8641,10.8641,0.0000,0.0000,0.0000
94130,8.2347,0.0000,241,60,59,122,103.03,37.05,4.73,0.410,6.6693,18.9297,243.9247,-3.7990,10.7266,0.0000,10.8642,10.8642,0.0000,0.0000,0.0000
94140,8.2348,0.0000,241,60,59,122,102.90,36.90,5.87,0.407,6.6617,18.9065,243.3215,-3.8000,10.6501,0.0000,10.8642,10.8642,0.0000,0.0000,0.0000
94150,8.2349,0.0000,241,60,59,122,102.88,36.88,5.90,0.403,6.6924,18.8761,243.1358,-3.7990,10.5831,0.0000,10.8643,10.8643,0.0000,0.0000,0.0000
94160,8.2350,0.0000,241,60,59,122,103.03,37.12,4.55,0.403,6.7233,18.8730,242.6607,-3.7992,10.5103,0.0000,10.8643,10.8643,0.0000,0.0000,0.0000
94170,8.2351,0.0000,241,60,59,122,103.20,37.32,4.52,0.400,6.7742,18.8431,243.0737,-3.7987,10.4377,0.0000,10.8644,10.8644,0.0000,0.0000,0.0000
94180,8.2352,0.0000,241,60,59,122,103.05,37.23,4.58,0.403,6.6793,18.9484,243.2973,-3.7978,10.3746,0.0000,10.8647,10.8647,0.0000,0.0000,0.0000
94190,8.2354,0.0000,241,60,59,122,102.96,37.25,3.26,0.403,6.6149,19.0935,243.1669,-3.7954,10.3963,0.0000,10.8649,10.8649,0.0000,0.0000,0.0000
94200,8.2355,0.0000,241,60,59,122,102.94,37.30,4.28,0.407,6.6109,19.1487,242.7973,-3.7910,10.3470,0.0000,10.8650,10.8650,0.0000,0.0000,0.0000
94210,8.2357,0.0000,241,60,59,122,102.90,37.19,3.25,0.407,6.6152,19.0932,243.1519,-3.7882,10.2560,0.0000,10.8650,10.8650,0.0000,0.0000,0.0000
94220,8.2359,0.0000,241,60,59,122,102.89,37.14,3.16,0.400,6.6659,19.0124,243.0509,-3.7914,10.2879,0.0000,10.8650,10.8650,0.0000,0.0000,0.0000
94230,8.2361,0.0000,241,60,59,122,102.89,37.16,3.05,0.403,6.6451,18.9318,243.2365,-3.7924,10.3370,0.0000,10.8650,10.8650,0.0000,0.0000,0.0000
94240,8.2362,0.0000,241,60,59,122,103.05,37.13,3.25,0.400,6.6412,18.9361,243.3580,-3.7917,10.5355,0.0000,10.8649,10.8649,0.0000,0.0000,0.0000
94250,8.2364,0.0000,241,60,59,122,103.22,37.19,3.50,0.407,6.7026,18.9177,243.4751,-3.7885,10.5894,0.0000,10.8649,10.8649,0.0000,0.0000,0.0000
94260,8.2367,0.0000,241,60,59,122,103.08,37.00,5.67,0.407,6.7255,18.8949,243.0368,-3.7901,10.6168,0.0000,10.8651,10.8651,0.0000,0.0000,0.0000
94270,8.2369,0.0000,241,60,59,122,103.14,37.14,4.51,0.403,6.8005,18.8580,242.5887,-3.7950,10.4645,0.0000,10.8652,10.8652,0.0000,0.0000,0.0000
94280,8.2371,0.0000,241,60,59,122,103.26,37.39,3.27,0.407,6.8448,18.8367,242.5557,-3.7973,10.3542,0.0000,10.8654,10.8654,0.0000,0.0000,0.0000
94290,8.2373,0.0000,241,60,59,122,103.25,37.34,3.24,0.407,6.8350,18.8231,242.5513,-3.8036,10.3693,0.0000,10.8655,10.8655,0.0000,0.0000,0.0000
94300,8.2377,0.0000,241,60,59,122,102.79,37.06,3.24,0.403,6.8076,18.8617,242.8873,-3.8356,12.0982,0.0000,10.8658,10.8658,0.0000,0.0000,0.0000
94310,8.2380,0.0000,241,60,59,122,102.53,36.86,4.62,0.410,6.9192,19.0240,242.8369,-3.8374,12.2579,0.0000,10.8661,10.8661,0.0000,0.0000,0.0000
94320,8.2381,0.0000,241,60,59,122,102.39,36.90,4.56,0.410,6.7310,19.2560,243.4073,-3.8228,11.3930,0.0000,10.8662,10.8662,0.0000,0.0000,0.0000
94330,8.2382,0.0000,241,60,59,122,102.51,36.94,4.89,0.410,6.7667,19.2784,243.6389,-3.8106,10.8507,0.0000,10.8661,10.8661,0.0000,0.0000,0.0000
94340,8.2382,0.0000,241,60,59,122,102.81,37.00,4.78,0.407,6.8187,19.2270,243.1883,-3.8010,10.8262,0.0000,10.8660,10.8660,0.0000,0.0000,0.0000
94350,8.2383,0.0000,241,60,59,122,103.01,37.12,4.74,0.403,6.7600,19.0908,243.1141,-3.7983,10.8998,0.0000,10.8659,10.8659,0.0000,0.0000,0.0000
94360,8.2384,0.0000,241,60,59,122,102.90,37.09,4.65,0.403,6.7214,19.0164,243.1069,-3.7948,10.7176,0.0000,10.8658,10.8658,0.0000,0.0000,0.0000
94370,8.2386,0.0000,241,60,59,122,102.85,37.16,5.81,0.403,6.7280,19.0322,243.1808,-3.7965,10.4317,0.0000,10.8658,10.8658,0.0000,0.0000,0.0000
